file,type,smells,frame,itCount,describeCount
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/websocket/__tests__/configure.test.js,Conditional Test Logic,"{'line': 68, 'column': 6, 'index': 1539}","  66 |
  67 |     config.get = jest.fn(key => {
> 68 |       switch (key) {
     |      ^ Conditional Test Logic
  69 |         case 'mode':
  70 |           return 'test';
  71 |         case 'jobs.simpleStopChaser':",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/websocket/__tests__/configure.test.js,Conditional Test Logic,"{'line': 605, 'column': 4, 'index': 16896}","  603 |       commandFunc: 'handleDustTransferExecute'
  604 |     }
> 605 |   ].forEach(t => {
      |    ^ Conditional Test Logic
  606 |     describe(`when message command is ${t.command}`, () => {
  607 |       describe('when authenticated', () => {
  608 |         beforeEach(() => {",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/symbol-delete.test.js,Conditional Test Logic,"{'line': 139, 'column': 53, 'index': 3620}","  137 |     });
  138 |
> 139 |     ['BTCUSDT-latest-candle', 'BTCUSDT-symbol-info'].forEach(key => {
      |                                                     ^ Conditional Test Logic
  140 |       it(`triggers cache.hdel for trailing-trade-symbols:${key}`, () => {
  141 |         expect(cacheMock.hdel).toHaveBeenCalledWith(
  142 |           'trailing-trade-symbols',",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/symbol-delete.test.js,Conditional Test Logic,"{'line': 148, 'column': 34, 'index': 3878}","  146 |     });
  147 |
> 148 |     ['BTCUSDT:5m', 'BTCUSDT:15m'].forEach(key => {
      |                                  ^ Conditional Test Logic
  149 |       it(`triggers cache.hdel for trailing-trade-tradingview:${key}`, () => {
  150 |         expect(cacheMock.hdel).toHaveBeenCalledWith(
  151 |           'trailing-trade-tradingview',",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/restore-post.test.js,Conditional Test Logic,"{'line': 41, 'column': 6, 'index': 862}","  39 |
  40 |     config.get = jest.fn(key => {
> 41 |       switch (key) {
     |      ^ Conditional Test Logic
  42 |         case 'demoMode':
  43 |           return false;
  44 |         case 'mongo.host':",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/restore-post.test.js,Conditional Test Logic,"{'line': 61, 'column': 8, 'index': 1303}","  59 |
  60 |       config.get = jest.fn(key => {
> 61 |         switch (key) {
     |        ^ Conditional Test Logic
  62 |           case 'demoMode':
  63 |             return true;
  64 |           default:",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/grid-trade-logs-get.test.js,Conditional Test Logic,"{'line': 138, 'column': 6, 'index': 3168}","  136 |         }
  137 |       }
> 138 |     ].forEach(t => {
      |      ^ Conditional Test Logic
  139 |       describe(`found rows - ${t.desc}`, () => {
  140 |         beforeEach(async () => {
  141 |           const { logger, mongo } = require('../../../../helpers');",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/grid-trade-logs-export.test.js,Conditional Test Logic,"{'line': 95, 'column': 6, 'index': 2134}","  93 |         }
  94 |       }
> 95 |     ].forEach(t => {
     |      ^ Conditional Test Logic
  96 |       describe(`found rows - ${t.desc}`, () => {
  97 |         beforeEach(async () => {
  98 |           // Delete log folder",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/grid-trade-logs-export.test.js,Conditional Test Logic,"{'line': 160, 'column': 8, 'index': 4021}","  158 |         fs.rmSync(fileFolder, { recursive: true, force: true });
  159 |
> 160 |         if (!fs.existsSync(fileFolder)) {
      |        ^ Conditional Test Logic
  161 |           fs.mkdirSync(fileFolder);
  162 |         }
  163 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/grid-trade-logs-export.test.js,Conditional Test Logic,"{'line': 165, 'column': 8, 'index': 4166}","  163 |
  164 |         // Create 10 files to test keeping last 10 logs
> 165 |         for (let i = 1; i <= 10; i += 1) {
      |        ^ Conditional Test Logic
  166 |           fs.writeFileSync(
  167 |             `${fileFolder}${directorySeparator}file${i}.json`,
  168 |             JSON.stringify([{ log: 'value' }])",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/grid-trade-logs-export.test.js,Magic Number,"{'line': 201, 'column': 34, 'index': 5270}","  199 |       it('keeps 10 logs in the folder', () => {
  200 |         const files = fs.readdirSync(fileFolder);
> 201 |         expect(files.length).toBe(10);
      |                                  ^ Magic Number
  202 |       });
  203 |
  204 |       it('triggers mongo.findAll', () => {",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/grid-trade-archive-get.test.js,Conditional Test Logic,"{'line': 299, 'column': 6, 'index': 7307}","  297 |         }
  298 |       }
> 299 |     ].forEach(t => {
      |      ^ Conditional Test Logic
  300 |       describe(`found rows - ${t.desc}`, () => {
  301 |         beforeEach(async () => {
  302 |           const { logger, mongo } = require('../../../../helpers');",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/auth.test.js,Conditional Test Logic,"{'line': 44, 'column': 6, 'index': 889}","  42 |     }));
  43 |     config.get = jest.fn(key => {
> 44 |       switch (key) {
     |      ^ Conditional Test Logic
  45 |         case 'authentication.password':
  46 |           return '123456';
  47 |         default:",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/auth.test.js,Conditional Test Logic,"{'line': 94, 'column': 6, 'index': 2009}","  92 |         password: 456789
  93 |       }
> 94 |     ].forEach(t => {
     |      ^ Conditional Test Logic
  95 |       describe(`password: ${t.password}`, () => {
  96 |         beforeEach(async () => {
  97 |           const { logger, PubSub, cache } = require('../../../../helpers');",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/webserver/handlers/__tests__/404.test.js,Magic Number,"{'line': 21, 'column': 47, 'index': 579}","  19 |
  20 |   it('triggers status', () => {
> 21 |     expect(resStatusMock).toHaveBeenCalledWith(404);
     |                                               ^ Magic Number
  22 |   });
  23 |
  24 |   it('triggers res.send', () => {",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 28, 'column': 6, 'index': 523}","  26 |
  27 |     config.get = jest.fn(key => {
> 28 |       switch (key) {
     |      ^ Conditional Test Logic
  29 |         case 'mode':
  30 |           return 'test';
  31 |         case 'localTunnel.enabled':",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 53, 'column': 8, 'index': 1204}","  51 |     beforeEach(async () => {
  52 |       config.get = jest.fn(key => {
> 53 |         switch (key) {
     |        ^ Conditional Test Logic
  54 |           case 'mode':
  55 |             return 'test';
  56 |           case 'localTunnel.enabled':",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 65, 'column': 8, 'index': 1557}","  63 |       });
  64 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 65 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
     |        ^ Conditional Test Logic
  66 |           return undefined;
  67 |         }
  68 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 94, 'column': 8, 'index': 2334}","  92 |     beforeEach(async () => {
  93 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 94 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
     |        ^ Conditional Test Logic
  95 |           return undefined;
  96 |         }
  97 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 146, 'column': 8, 'index': 3731}","  144 |     beforeEach(async () => {
  145 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 146 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
      |        ^ Conditional Test Logic
  147 |           return 'old-domain.loca.lt';
  148 |         }
  149 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 203, 'column': 10, 'index': 5179}","  201 |       beforeEach(async () => {
  202 |         config.get = jest.fn(key => {
> 203 |           switch (key) {
      |          ^ Conditional Test Logic
  204 |             case 'mode':
  205 |               return 'test';
  206 |             case 'localTunnel.enabled':",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 218, 'column': 10, 'index': 5629}","  216 |
  217 |         mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 218 |           if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
      |          ^ Conditional Test Logic
  219 |             return 'old-domain.loca.lt';
  220 |           }
  221 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 275, 'column': 8, 'index': 7227}","  273 |     beforeEach(async () => {
  274 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 275 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
      |        ^ Conditional Test Logic
  276 |           return 'old-domain.loca.lt';
  277 |         }
  278 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 331, 'column': 8, 'index': 8673}","  329 |     beforeEach(async () => {
  330 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 331 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
      |        ^ Conditional Test Logic
  332 |           return 'old-domain.loca.lt';
  333 |         }
  334 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 386, 'column': 8, 'index': 10131}","  384 |     beforeEach(async () => {
  385 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 386 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
      |        ^ Conditional Test Logic
  387 |           return 'old-domain.loca.lt';
  388 |         }
  389 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 394, 'column': 8, 'index': 10362}","  392 |
  393 |       mockLocalTunnelOn = jest.fn().mockImplementation((event, cb) => {
> 394 |         if (event === 'error') {
      |        ^ Conditional Test Logic
  395 |           cb();
  396 |         }
  397 |       });",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 424, 'column': 8, 'index': 11105}","  422 |     beforeEach(async () => {
  423 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 424 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
      |        ^ Conditional Test Logic
  425 |           return 'old-domain.loca.lt';
  426 |         }
  427 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 432, 'column': 8, 'index': 11336}","  430 |
  431 |       mockLocalTunnelOn = jest.fn().mockImplementation((event, cb) => {
> 432 |         if (event === 'close') {
      |        ^ Conditional Test Logic
  433 |           cb();
  434 |         }
  435 |       });",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/frontend/local-tunnel/__tests__/configure.test.js,Conditional Test Logic,"{'line': 462, 'column': 8, 'index': 12084}","  460 |     beforeEach(async () => {
  461 |       mockCache.hget = jest.fn().mockImplementation((key, field) => {
> 462 |         if (key === 'trailing-trade-common' && field === 'local-tunnel-url') {
      |        ^ Conditional Test Logic
  463 |           return 'old-domain.loca.lt';
  464 |         }
  465 |",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/cronjob/trailingTradeIndicator/step/__tests__/get-tradingview.test.js,Duplicate Assert,"{'line': 213, 'column': 10, 'index': 6496}","  211 |
  212 |         it('triggers axios.get', () => {
> 213 |           expect(axiosMock.get).toHaveBeenCalledWith(
      |          ^ Duplicate Assert
  214 |             'http://tradingview:8080',
  215 |             {
  216 |               params: {",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/cronjob/trailingTradeIndicator/step/__tests__/get-tradingview.test.js,Duplicate Assert,"{'line': 226, 'column': 10, 'index': 6887}","  224 |           );
  225 |
> 226 |           expect(axiosMock.get).toHaveBeenCalledWith(
      |          ^ Duplicate Assert
  227 |             'http://tradingview:8080',
  228 |             {
  229 |               params: {",,
/home/gabriel/Desktop/research/projects/binance-trading-bot/app/cronjob/trailingTradeIndicator/step/__tests__/get-tradingview.test.js,Duplicate Assert,"{'line': 239, 'column': 10, 'index': 7260}","  237 |           );
